site,seed,policy,seasons,step,marker,year,phase,i_expansion,mu_size,compete_local,n_star_fa,bidding_intensity,travel_fatigue,leverage,cash_flow,cash_flow_cum,cash,franchise_value,debt,owner_share,terminal_value,win_pct,elo,syn,a_roster,a_salary,a_ticket,a_marketing,a_debt,a_equity
StLouis,0,ppo,3,12,season_end,2028,offseason,0,0.6111457972183026,1,1,7.559671991574587,0.1062,0.5630731196275786,-2.6943177307502495,103.23855787178701,285.7244435693357,434.19917800241234,244.4858856975486,1.0,189.71329230486373,0.09842316139113974,1418.834594748086,-3.104280196043494,2,5,6,0,4,0
StLouis,1,baseline,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,2,2,1,2,0
StLouis,1,baseline,1,4,season_end,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.183787985930161,18.04449649608705,76.08385231356586,81.08385231356586,364.5504882210301,67.0,1.0,297.5504882210301,0.3356710778288208,1471.813290975986,-2.0257300870442636,3,2,2,1,2,0
StLouis,1,baseline,1,5,offseason_decision,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.183787985930161,18.04449649608705,76.08385231356586,81.08385231356586,364.5504882210301,67.0,1.0,297.5504882210301,0.3356710778288208,1471.813290975986,-2.0257300870442636,3,2,2,1,2,0
StLouis,1,baseline,2,8,season_end,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.1395580492136003,12.021297293734577,146.99331194627962,151.99331194627962,480.0869629343506,67.0,1.0,413.0869629343506,0.2359655130629683,1453.4955985953886,-2.029977051063036,3,2,2,1,2,0
StLouis,1,baseline,2,9,offseason_decision,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.1395580492136003,12.021297293734577,146.99331194627962,151.99331194627962,480.0869629343506,67.0,1.0,413.0869629343506,0.2359655130629683,1453.4955985953886,-2.029977051063036,3,2,2,1,2,0
StLouis,1,baseline,3,12,season_end,2028,offseason,0,0.6111457972183026,1,0,6.804615336695252,0.1062,0.1280191289342289,16.626313803753924,198.6286417668936,203.6286417668936,523.359286676774,67.0,1.0,456.359286676774,0.22080551254438968,1437.52694817145,-2.015409646087405,3,2,2,1,2,0
StLouis,1,aggressive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,6,5,6,3,4,0
StLouis,1,aggressive,1,4,season_end,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.4921601892035354,9.748033349379618,56.037601644740356,173.85264131072748,365.3587665369327,179.81503966598711,1.0,185.5437268709456,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,5,6,3,4,0
StLouis,1,aggressive,1,5,offseason_decision,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.4921601892035354,9.748033349379618,56.037601644740356,173.85264131072748,365.3587665369327,179.81503966598711,1.0,185.5437268709456,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,5,6,3,2,0
StLouis,1,aggressive,2,8,season_end,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.3811583190713824,-0.0011212811353438212,85.29557582672837,203.11061549271548,471.7594518311216,179.81503966598711,1.0,291.9444121651345,0.14683989066903494,1441.4269195998984,-3.1546999923865524,6,5,6,3,2,0
StLouis,1,aggressive,2,9,offseason_decision,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.3811583190713824,-0.0011212811353438212,85.29557582672837,203.11061549271548,471.7594518311216,179.81503966598711,1.0,291.9444121651345,0.14683989066903494,1441.4269195998984,-3.1546999923865524,6,5,6,3,2,0
StLouis,1,aggressive,3,12,season_end,2028,offseason,0,0.6111457972183026,1,0,6.804615336695252,0.1062,0.35929840520497147,6.154079798824192,90.12068880088938,207.9357284668765,500.4615580283658,179.81503966598711,1.0,320.6465183623787,0.11815451151115233,1419.6689046949714,-3.140132587410922,6,5,6,3,2,0
StLouis,1,defensive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,1,2,3,1,0
StLouis,1,defensive,1,4,season_end,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.027712199423761026,19.383829334725192,76.3863636022317,24.744757879451996,373.78463249433696,10.358394277220292,1.0,363.4262382171167,0.3283777869664858,1471.1669000256434,-2.0988733315112986,3,1,2,3,1,0
StLouis,1,defensive,1,5,offseason_decision,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.027712199423761026,19.383829334725192,76.3863636022317,24.744757879451996,373.78463249433696,10.358394277220292,1.0,363.4262382171167,0.3283777869664858,1471.1669000256434,-2.0988733315112986,3,1,2,3,1,0
StLouis,1,defensive,2,8,season_end,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.0,16.408345808150504,158.05878292432482,96.05878292432482,503.0289321948588,0.0,1.0,503.0289321948588,0.22701485690566164,1452.307133180674,-2.103120295530071,3,1,2,3,1,0
StLouis,1,defensive,2,9,offseason_decision,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.0,16.408345808150504,158.05878292432482,96.05878292432482,503.0289321948588,0.0,1.0,503.0289321948588,0.22701485690566164,1452.307133180674,-2.103120295530071,3,1,2,3,1,0
StLouis,1,defensive,3,12,season_end,2028,offseason,0,0.6111457972183026,1,0,6.804615336695252,0.1062,0.0,19.473342400311015,225.7436160444008,163.7436160444008,560.5657390811455,0.0,1.0,560.5657390811455,0.21091069125378806,1435.7825174627621,-2.08855289055444,3,1,2,3,1,0
StLouis,1,ppo,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,2,5,2,2,4,0
StLouis,1,ppo,1,4,season_end,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.5009035712305364,11.993815008947891,63.24696567341626,180.09708446223593,357.0549883472591,178.85011878881966,1.0,178.20486955843944,0.28870003894701685,1467.6849365213855,-2.5667645664431484,2,5,2,0,4,0
StLouis,1,ppo,1,5,offseason_decision,2026,offseason,1,0.6111457972183026,1,0,8.258739799935874,0.1062,0.5009035712305364,11.993815008947891,63.24696567341626,180.09708446223593,357.0549883472591,178.85011878881966,1.0,178.20486955843944,0.28870003894701685,1467.6849365213855,-2.5667645664431484,2,5,0,0,0,0
StLouis,1,ppo,2,8,season_end,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.10680607296662156,9.75762864483223,114.21974105004259,100.64190559549957,453.3652740943823,48.42216454545698,1.0,404.94310954892535,0.19109738587075192,1447.0066551522898,-2.4095382297638253,2,5,0,0,0,0
StLouis,1,ppo,2,9,offseason_decision,2027,offseason,0,0.6111457972183026,1,0,7.076739157519347,0.1062,0.10680607296662156,9.75762864483223,114.21974105004259,100.64190559549957,453.3652740943823,48.42216454545698,1.0,404.94310954892535,0.19109738587075192,1447.0066551522898,-2.4095382297638253,3,5,6,0,4,0
StLouis,1,ppo,3,12,season_end,2028,offseason,0,0.6111457972183026,1,0,6.804615336695252,0.1062,0.3884028073040425,9.188655318345116,152.4399933276136,276.05180051650404,477.8848239466847,185.61180718889045,1.0,292.27301675779427,0.15407116277453417,1427.463650881134,-3.0247227900124107,6,5,6,2,4,0
Nashville,0,baseline,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,2,2,1,2,0
Nashville,0,baseline,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.18641103100690656,17.671588824230675,75.07089157883459,80.07089157883459,359.4207898432665,67.0,1.0,292.4207898432665,0.29904814030471194,1469.190844564497,-2.08613092937585,3,2,2,1,2,0
Nashville,0,baseline,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.18641103100690656,17.671588824230675,75.07089157883459,80.07089157883459,359.4207898432665,67.0,1.0,292.4207898432665,0.29904814030471194,1469.190844564497,-2.08613092937585,3,2,2,1,2,0
Nashville,0,baseline,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.1540990326484974,16.24181963799867,128.43081039034894,133.43081039034894,434.7853380288777,67.0,1.0,367.7853380288777,0.19727586476551479,1448.863552255696,-1.942932688541538,3,2,2,1,2,0
Nashville,0,baseline,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.1540990326484974,16.24181963799867,128.43081039034894,133.43081039034894,434.7853380288777,67.0,1.0,367.7853380288777,0.19727586476551479,1448.863552255696,-1.942932688541538,3,2,2,1,2,0
Nashville,0,baseline,3,12,season_end,2028,offseason,0,0.6128457972183027,1,1,7.559671991574587,0.12,0.140845417906757,11.717188532531047,183.14405985162523,188.14405985162523,475.6988263853609,67.0,1.0,408.6988263853609,0.1830689287617664,1431.2281232190749,-2.040124346439193,3,2,2,1,2,0
Nashville,0,aggressive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,6,5,6,3,4,0
Nashville,0,aggressive,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.4947061298977672,9.700198924469618,55.63428455065066,173.2214525675677,363.01787498373903,179.58716801691702,1.0,183.43070696682202,0.24406094708090872,1464.326477057427,-3.210853870699367,6,5,6,3,4,0
Nashville,0,aggressive,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.4947061298977672,9.700198924469618,55.63428455065066,173.2214525675677,363.01787498373903,179.58716801691702,1.0,183.43070696682202,0.24406094708090872,1464.326477057427,-3.210853870699367,6,5,6,3,2,0
Nashville,0,aggressive,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.41562272228717867,6.069311658076124,61.43996971297559,179.02713772989262,432.09179476195595,179.58716801691702,1.0,252.50462674503893,0.11745462465499482,1438.2195608496856,-3.0676556298650546,6,5,6,3,2,0
Nashville,0,aggressive,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.41562272228717867,6.069311658076124,61.43996971297559,179.02713772989262,432.09179476195595,179.58716801691702,1.0,252.50462674503893,0.11745462465499482,1438.2195608496856,-3.0676556298650546,6,5,6,3,2,0
Nashville,0,aggressive,3,12,season_end,2028,offseason,0,0.6128457972183027,1,1,7.559671991574587,0.12,0.3885562712951588,-0.8560387197899537,70.8805890379525,188.46775705486954,462.1908878688444,179.58716801691702,1.0,282.6037198519274,0.08809768823703687,1415.1020393679369,-3.164847287762709,6,5,6,3,2,0
Nashville,0,defensive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,1,2,3,1,0
Nashville,0,defensive,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.02854791725590681,19.025952522345396,75.40860277016989,23.93207516324416,368.62487370762096,10.523472393074261,1.0,358.1014013145467,0.2926414696040174,1468.6104561231,-2.159274173842885,3,1,2,3,1,0
Nashville,0,defensive,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.02854791725590681,19.025952522345396,75.40860277016989,23.93207516324416,368.62487370762096,10.523472393074261,1.0,358.1014013145467,0.2926414696040174,1468.6104561231,-2.159274173842885,3,1,2,3,1,0
Nashville,0,defensive,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.0,19.10996356855,143.86973257994583,81.86973257994583,455.8475177161627,0.0,1.0,455.8475177161627,0.18828119926647852,1447.6661829521954,-2.0160759330085734,3,1,2,3,1,0
Nashville,0,defensive,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.0,19.10996356855,143.86973257994583,81.86973257994583,455.8475177161627,0.0,1.0,455.8475177161627,0.18828119926647852,1447.6661829521954,-2.0160759330085734,3,1,2,3,1,0
Nashville,0,defensive,3,12,season_end,2028,offseason,0,0.6128457972183027,1,1,7.559671991574587,0.12,0.0,16.101466143291436,213.21907786990926,151.21907786990926,509.8393405642054,0.0,1.0,509.8393405642054,0.17344504589781562,1429.4978476673896,-2.1132675909062275,3,1,2,3,1,0
Nashville,0,ppo,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,6,4,1,0,4,0
Nashville,0,ppo,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.509833219979247,11.364783236732762,62.34315680478497,178.27073059070224,348.99172280919606,177.92757378591728,1.0,171.0641490232788,0.24406094708090872,1464.326477057427,-3.210853870699367,6,4,1,0,4,0
Nashville,0,ppo,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,6.591126133316471,0.12,0.509833219979247,11.364783236732762,62.34315680478497,178.27073059070224,348.99172280919606,177.92757378591728,1.0,171.0641490232788,0.24406094708090872,1464.326477057427,-3.210853870699367,6,4,1,0,2,0
Nashville,0,ppo,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.4451860971303441,7.7308329139068555,74.54862265621377,190.47619644213103,399.67010410440247,177.92757378591728,1.0,221.7425303184852,0.11745462465499482,1438.2195608496856,-3.0676556298650546,6,4,1,0,2,0
Nashville,0,ppo,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,6.7295181690244945,0.12,0.4451860971303441,7.7308329139068555,74.54862265621377,190.47619644213103,399.67010410440247,177.92757378591728,1.0,221.7425303184852,0.11745462465499482,1438.2195608496856,-3.0676556298650546,6,4,1,0,2,0
Nashville,0,ppo,3,12,season_end,2028,offseason,0,0.6128457972183027,1,1,7.559671991574587,0.12,0.4330231855291282,0.528615360891088,89.918819236654,205.84639302257125,410.89618231065504,177.92757378591728,1.0,232.96860852473776,0.08809768823703687,1415.1020393679369,-3.164847287762709,6,4,1,0,2,0
Nashville,1,baseline,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,2,2,1,2,0
Nashville,1,baseline,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.183787985930161,18.04449649608705,76.08385231356586,81.08385231356586,364.5504882210301,67.0,1.0,297.5504882210301,0.3356710778288208,1471.813290975986,-2.0257300870442636,3,2,2,1,2,0
Nashville,1,baseline,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.183787985930161,18.04449649608705,76.08385231356586,81.08385231356586,364.5504882210301,67.0,1.0,297.5504882210301,0.3356710778288208,1471.813290975986,-2.0257300870442636,3,2,2,1,2,0
Nashville,1,baseline,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.13982556938283544,12.016628095650203,147.00762577537154,152.00762577537154,479.1684403340947,67.0,1.0,412.1684403340947,0.23515509949614727,1453.4265391825693,-2.029977051063036,3,2,2,1,2,0
Nashville,1,baseline,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.13982556938283544,12.016628095650203,147.00762577537154,152.00762577537154,479.1684403340947,67.0,1.0,412.1684403340947,0.23515509949614727,1453.4265391825693,-2.029977051063036,3,2,2,1,2,0
Nashville,1,baseline,3,12,season_end,2028,offseason,0,0.6128457972183027,1,0,6.804615336695252,0.12,0.1283056124531902,16.645046437916385,198.7242145104222,203.7242145104222,522.1907188545134,67.0,1.0,455.1907188545134,0.22048764997001158,1437.4570149228448,-2.015409646087405,3,2,2,1,2,0
Nashville,1,aggressive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,6,5,6,3,4,0
Nashville,1,aggressive,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.4921601892035354,9.748033349379618,56.037601644740356,173.85264131072748,365.3587665369327,179.81503966598711,1.0,185.5437268709456,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,5,6,3,4,0
Nashville,1,aggressive,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.4921601892035354,9.748033349379618,56.037601644740356,173.85264131072748,365.3587665369327,179.81503966598711,1.0,185.5437268709456,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,5,6,3,2,0
Nashville,1,aggressive,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.38183774946305477,-0.006758258659793626,85.30638447821997,203.12142414420708,470.9200175175068,179.81503966598711,1.0,291.10497785151966,0.1464876857387274,1441.3987500123274,-3.1546999923865524,6,5,6,3,2,0
Nashville,1,aggressive,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.38183774946305477,-0.006758258659793626,85.30638447821997,203.12142414420708,470.9200175175068,179.81503966598711,1.0,291.10497785151966,0.1464876857387274,1441.3987500123274,-3.1546999923865524,6,5,6,3,2,0
Nashville,1,aggressive,3,12,season_end,2028,offseason,0,0.6128457972183027,1,0,6.804615336695252,0.12,0.35998822707082495,6.166697988817024,90.19377540645483,208.00881507244196,499.50255631723724,179.81503966598711,1.0,319.6875166512501,0.11802618371382786,1419.6411542270246,-3.140132587410922,6,5,6,3,2,0
Nashville,1,defensive,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,3,1,2,3,1,0
Nashville,1,defensive,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.027712199423761026,19.383829334725192,76.3863636022317,24.744757879451996,373.78463249433696,10.358394277220292,1.0,363.4262382171167,0.3283777869664858,1471.1669000256434,-2.0988733315112986,3,1,2,3,1,0
Nashville,1,defensive,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.027712199423761026,19.383829334725192,76.3863636022317,24.744757879451996,373.78463249433696,10.358394277220292,1.0,363.4262382171167,0.3283777869664858,1471.1669000256434,-2.0988733315112986,3,1,2,3,1,0
Nashville,1,defensive,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.0,16.403785609264332,158.07252747153407,96.0725274715341,502.07718368567544,0.0,1.0,502.07718368567544,0.22623793455072377,1452.2411260567656,-2.103120295530071,3,1,2,3,1,0
Nashville,1,defensive,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.0,16.403785609264332,158.07252747153407,96.0725274715341,502.07718368567544,0.0,1.0,502.07718368567544,0.22623793455072377,1452.2411260567656,-2.103120295530071,3,1,2,3,1,0
Nashville,1,defensive,3,12,season_end,2028,offseason,0,0.6128457972183027,1,0,6.804615336695252,0.12,0.0,19.491861932051272,225.8367818253206,163.83678182532063,559.3346749147811,0.0,1.0,559.3346749147811,0.21060778825835869,1435.715830238098,-2.08855289055444,3,1,2,3,1,0
Nashville,1,ppo,0,1,offseason_decision,2025,offseason,0,0.6148457972183027,0,3,5.0,0.0,0.2,0.0,0.0,5.0,335.0,67.0,1.0,268.0,0.545,1488.4828510831296,-4.241364390609727,6,4,1,0,4,0
Nashville,1,ppo,1,4,season_end,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.5071727956168269,11.419867583753563,62.75576690838728,178.90762899492984,351.2646254416565,178.15186208654254,1.0,173.11276335511397,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,4,1,0,4,0
Nashville,1,ppo,1,5,offseason_decision,2026,offseason,1,0.6128457972183027,1,0,8.258739799935874,0.12,0.5071727956168269,11.419867583753563,62.75576690838728,178.90762899492984,351.2646254416565,178.15186208654254,1.0,173.11276335511397,0.2538290373643363,1464.6770557285884,-3.1504530283677803,6,4,1,0,1,0
Nashville,1,ppo,2,8,season_end,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.2627636680752682,5.572151278496751,105.95004234316892,158.49752827140114,435.93350164155976,114.54748592823219,1.0,321.38601571332754,0.1464876857387274,1441.3987500123274,-3.1546999923865524,6,4,1,0,1,0
Nashville,1,ppo,2,9,offseason_decision,2027,offseason,0,0.6128457972183027,1,0,7.076739157519347,0.12,0.2627636680752682,5.572151278496751,105.95004234316892,158.49752827140114,435.93350164155976,114.54748592823219,1.0,321.38601571332754,0.1464876857387274,1441.3987500123274,-3.1546999923865524,6,4,1,0,4,0
